0.754487151	0.374633593	0.173129736	0.079086355	0.091790207	0.164650425	0.359827384	0.493281767	0.343607244	0.073229372	0.049256968	0.037532458	0.03848393	0.018385562	0.005544589	0.012907708
0.198924483	0.808869582	0.295269786	0.098944574	0.048658678	0.097396623	0.250836871	0.360313116	0.473692915	0.156794368	0.04869276	0.037816439	0.021658302	0.012667316	0.005826999	0.011496174
0.104704478	0.347044365	1.032993395	0.251333316	0.064154949	0.037742826	0.083439284	0.242833766	0.45472362	0.215981213	0.109047808	0.027070401	0.01045612	0.011762031	0.01607923	0.014801675
0.05916142	0.124302523	0.3241992	1.054400888	0.22783391	0.059701893	0.028524329	0.112362782	0.306361611	0.479288789	0.304434889	0.064583152	0.016234589	0.009294524	0.007034878	0.011541293
0.10019345	0.112346915	0.120404798	0.471267937	1.340744414	0.270360443	0.060862536	0.022641996	0.13359722	0.528165259	0.439660243	0.213564139	0.044771477	0.008127845	0.010637634	0.01544489
0.290002017	0.147413544	0.06996086	0.154518438	0.388852946	1.210330845	0.268150585	0.039509936	0.031302153	0.1738452	0.441496632	0.368988723	0.155320441	0.03635952	0.007173034	0.024529045
0.460353773	0.46677134	0.203850049	0.047067256	0.077973226	0.220719548	0.928093812	0.223538909	0.079408903	0.021741758	0.052655811	0.140759233	0.16199451	0.035037953	0.016798602	0.014731431
0.511029793	0.656635495	0.470310309	0.165924307	0.029839785	0.036614335	0.155462267	0.828693265	0.187330228	0.041216502	0.019088261	0.018809587	0.065703288	0.038869749	0.014878455	0.008991636
0.27364615	0.542056884	0.559149755	0.33450276	0.094137142	0.031427884	0.06764799	0.15445951	0.666889447	0.129142341	0.043660621	0.01027213	0.02454931	0.027296738	0.012505732	0.01581775
0.117448528	0.293880511	0.400861339	0.579169587	0.346221745	0.096219067	0.028694768	0.073321723	0.148965423	0.700259553	0.166469982	0.042324247	0.015460031	0.00952327	0.010648278	0.03655164
0.18995946	0.189848197	0.379721195	0.500525696	0.52948848	0.297471115	0.102313885	0.042404164	0.108606644	0.233429422	0.812346848	0.167244	0.027272072	0.009388293	0.012691982	0.058903984
0.330218181	0.354319824	0.242124325	0.327730861	0.368195596	0.490326906	0.363498204	0.082770618	0.060181345	0.182781503	0.245953321	0.791809126	0.160904236	0.060441472	0.008994106	0.051030435
0.405977995	0.366775508	0.235549374	0.21452602	0.195885279	0.305756406	0.476723554	0.284703907	0.11475076	0.06566833	0.097726775	0.243636782	0.711041173	0.134994534	0.035015673	0.017142629
0.21979585	0.315840947	0.273861594	0.135924935	0.106451489	0.138104028	0.294520324	0.308638465	0.219979966	0.062289453	0.060105873	0.118924475	0.136421331	0.488340845	0.060808591	0.016203009
0.186163296	0.560804089	0.542023473	0.376049111	0.09477006	0.218000511	0.217229862	0.411036856	0.424969032	0.303216345	0.190940906	0.09249953	0.213488235	0.180564266	0.596533174	0.151805095
0.246905828	0.338856292	0.541222754	0.435203283	0.117041496	0.106091871	0.143139724	0.292229345	0.370236594	0.384960988	0.426719681	0.202754896	0.084421798	0.105421561	0.080233199	0.278211406
