0.321887504	0.043256003	0.00788151	0.008113775	0.005345849	0.021837836	0.04018976	0.029972331	0.014084367	0.016687783	0.009501926	0.007420109	0.001282452	0.000779289	8.23619E-66	6.3793E-120
0.054125958	4.707760576	0.223952207	0.030476737	0.022819834	0.08260923	0.102863464	0.098616054	0.091319201	0.065736775	0.060711732	0.0152922	0.004990757	0.001520605	0.000351087	8.13285E-39
0.000456393	0.869450352	4.327919416	0.164288928	0.012897169	0.055990175	0.054534083	0.088122961	0.088021655	0.069705958	0.053537487	0.022224635	0.00489325	0.000751089	4.97766E-25	0.000182893
0.002601998	0.045826212	1.646374772	6.951652026	0.062340214	0.0760057	0.080908405	0.115327487	0.092625995	0.110227372	0.066700317	0.031912072	0.005978305	0.001178979	6.28332E-33	1.71712E-70
0.007185495	0.018246198	0.00639161	0.637573497	0.285953032	0.039405233	0.02568985	0.031860582	0.019927353	0.024793705	0.014161734	0.008940423	0.000645115	0.001247412	0.000177599	1.22102E-47
0.007046884	0.115128853	0.031418005	0.194364874	0.218266224	0.162384869	0.027330124	0.036606956	0.042435752	0.037809517	0.010677143	0.014768257	0.004379122	0.002516974	0.000465116	0.001288796
0.014157935	0.367319699	0.211782418	0.160994499	0.038706686	0.085543501	0.074967083	0.052611314	0.055997433	0.029666617	0.02622304	0.003418232	0.005518937	0.00046371	1.66093E-48	3.11813E-55
0.024122483	0.219965387	0.140480268	0.085122165	0.015376388	0.0556865	0.074908798	0.056627046	0.061680701	0.030062159	0.00482814	0.009621015	0.000584867	0.00218793	1.8518E-123	9.71578E-67
0.007822213	0.120949732	0.083857864	0.401588621	0.00725517	0.027212812	0.025803696	0.035322397	0.074350167	0.026996026	0.032623726	0.00786021	0.005800942	0.00050147	4.83056E-68	2.40705E-92
0.065640564	0.275717848	0.155902457	0.661098844	0.005325789	0.034461364	0.064196721	0.056178019	0.051441468	0.03149333	0.041948983	0.016567507	0.003549994	0.001787476	6.2343E-134	3.27987E-72
0.017320639	0.497617679	0.542984272	0.690678585	0.00574644	0.018950027	0.051034839	0.050983364	0.062295512	0.086649805	0.047412322	0.021534498	0.005246349	9.6484E-24	1.2433E-117	5.65552E-78
0.061516663	0.377210085	0.289793736	0.382237913	0.005881043	0.061630976	0.023328164	0.039599852	0.049260621	0.036239759	0.033883076	0.033731493	0.0096183	1.1868E-31	0.000783961	0.000763491
0.0363822	0.062417676	0.029163622	0.152257487	0.011702924	0.001734358	0.015770046	0.04432714	0.009706545	0.015563186	0.012848542	0.006250014	0.020853346	0.011277475	4.42756E-67	2.12188E-37
0.001679733	0.029693779	0.010934662	8.32236E-32	0.001957248	0.002008322	0.012882324	0.005658386	0.005679152	0.00919125	0.002115628	0.015618991	0.008241981	0.017585356	0.011128898	3.4577E-126
1.2809E-28	5.16411E-26	1.94591E-40	0.007692381	2.64234E-22	1.70482E-24	1.26372E-26	0.007652071	0.007879863	0.021237143	0.035364019	0.021490867	0.007747506	0.008016882	0.007912971	0.021382758
2.81658E-94	0.021243136	8.49997E-42	0.021384059	4.90381E-36	0.007608994	9.79204E-69	2.23574E-60	1.43999E-48	8.57819E-60	4.70542E-42	1.60037E-46	2.21103E-83	8.8607E-107	1.02044E-80	6.6142E-113
